"month","animal","state","count"
2008 Nov,"Pigs","Western Australia",41900
2008 Dec,"Pigs","Western Australia",52500
2009 Jan,"Pigs","Western Australia",40900
2009 Feb,"Pigs","Western Australia",39900
2009 Mar,"Pigs","Western Australia",51800
2009 Apr,"Pigs","Western Australia",40300
2009 May,"Pigs","Western Australia",41700
2009 Jun,"Pigs","Western Australia",51200
2009 Jul,"Pigs","Western Australia",40400
2009 Aug,"Pigs","Western Australia",38900
2009 Sep,"Pigs","Western Australia",49000
2009 Oct,"Pigs","Western Australia",36600
2009 Nov,"Pigs","Western Australia",36400
2009 Dec,"Pigs","Western Australia",52000
2010 Jan,"Pigs","Western Australia",35500
2010 Feb,"Pigs","Western Australia",37600
2010 Mar,"Pigs","Western Australia",44000
2010 Apr,"Pigs","Western Australia",40900
2010 May,"Pigs","Western Australia",41600
2010 Jun,"Pigs","Western Australia",38800
2010 Jul,"Pigs","Western Australia",50200
2010 Aug,"Pigs","Western Australia",39100
2010 Sep,"Pigs","Western Australia",47800
2010 Oct,"Pigs","Western Australia",37000
2010 Nov,"Pigs","Western Australia",37600
2010 Dec,"Pigs","Western Australia",47200
2011 Jan,"Pigs","Western Australia",35700
2011 Feb,"Pigs","Western Australia",37500
2011 Mar,"Pigs","Western Australia",46500
2011 Apr,"Pigs","Western Australia",36700
2011 May,"Pigs","Western Australia",42200
2011 Jun,"Pigs","Western Australia",49300
2011 Jul,"Pigs","Western Australia",43000
2011 Aug,"Pigs","Western Australia",38500
2011 Sep,"Pigs","Western Australia",44800
2011 Oct,"Pigs","Western Australia",36300
2011 Nov,"Pigs","Western Australia",38600
2011 Dec,"Pigs","Western Australia",47400
2012 Jan,"Pigs","Western Australia",38000
2012 Feb,"Pigs","Western Australia",38500
2012 Mar,"Pigs","Western Australia",51000
2012 Apr,"Pigs","Western Australia",38600
2012 May,"Pigs","Western Australia",44500
2012 Jun,"Pigs","Western Australia",50600
2012 Jul,"Pigs","Western Australia",41000
2012 Aug,"Pigs","Western Australia",37100
2012 Sep,"Pigs","Western Australia",48000
2012 Oct,"Pigs","Western Australia",38000
2012 Nov,"Pigs","Western Australia",39600
2012 Dec,"Pigs","Western Australia",51700
2013 Jan,"Pigs","Western Australia",37200
2013 Feb,"Pigs","Western Australia",43100
2013 Mar,"Pigs","Western Australia",48600
2013 Apr,"Pigs","Western Australia",43800
2013 May,"Pigs","Western Australia",44700
2013 Jun,"Pigs","Western Australia",50800
2013 Jul,"Pigs","Western Australia",41500
2013 Aug,"Pigs","Western Australia",40900
2013 Sep,"Pigs","Western Australia",47400
2013 Oct,"Pigs","Western Australia",39300
2013 Nov,"Pigs","Western Australia",38500
2013 Dec,"Pigs","Western Australia",50400
2014 Jan,"Pigs","Western Australia",37900
2014 Feb,"Pigs","Western Australia",40800
2014 Mar,"Pigs","Western Australia",53500
2014 Apr,"Pigs","Western Australia",41300
2014 May,"Pigs","Western Australia",45100
2014 Jun,"Pigs","Western Australia",56500
2014 Jul,"Pigs","Western Australia",41500
2014 Aug,"Pigs","Western Australia",43300
2014 Sep,"Pigs","Western Australia",52800
2014 Oct,"Pigs","Western Australia",43300
2014 Nov,"Pigs","Western Australia",44600
2014 Dec,"Pigs","Western Australia",55600
2015 Jan,"Pigs","Western Australia",46300
2015 Feb,"Pigs","Western Australia",49900
2015 Mar,"Pigs","Western Australia",63100
2015 Apr,"Pigs","Western Australia",48600
2015 May,"Pigs","Western Australia",51000
2015 Jun,"Pigs","Western Australia",61900
2015 Jul,"Pigs","Western Australia",51100
2015 Aug,"Pigs","Western Australia",46900
2015 Sep,"Pigs","Western Australia",62400
2015 Oct,"Pigs","Western Australia",48400
2015 Nov,"Pigs","Western Australia",47500
2015 Dec,"Pigs","Western Australia",63600
2016 Jan,"Pigs","Western Australia",52000
2016 Feb,"Pigs","Western Australia",64600
2016 Mar,"Pigs","Western Australia",62900
2016 Apr,"Pigs","Western Australia",55000
2016 May,"Pigs","Western Australia",56600
2016 Jun,"Pigs","Western Australia",65800
2016 Jul,"Pigs","Western Australia",57100
2016 Aug,"Pigs","Western Australia",51800
2016 Sep,"Pigs","Western Australia",61400
2016 Oct,"Pigs","Western Australia",50500
2016 Nov,"Pigs","Western Australia",53300
2016 Dec,"Pigs","Western Australia",66500
2017 Jan,"Pigs","Western Australia",52700
2017 Feb,"Pigs","Western Australia",55200
2017 Mar,"Pigs","Western Australia",67800
2017 Apr,"Pigs","Western Australia",53500
2017 May,"Pigs","Western Australia",61900
2017 Jun,"Pigs","Western Australia",72100
2017 Jul,"Pigs","Western Australia",60100
2017 Aug,"Pigs","Western Australia",57500
2017 Sep,"Pigs","Western Australia",65600
2017 Oct,"Pigs","Western Australia",57400
2017 Nov,"Pigs","Western Australia",60000
2017 Dec,"Pigs","Western Australia",75000
2018 Jan,"Pigs","Western Australia",61500
2018 Feb,"Pigs","Western Australia",67100
2018 Mar,"Pigs","Western Australia",77900
2018 Apr,"Pigs","Western Australia",63900
2018 May,"Pigs","Western Australia",69600
2018 Jun,"Pigs","Western Australia",81200
2018 Jul,"Pigs","Western Australia",69800
2018 Aug,"Pigs","Western Australia",66000
2018 Sep,"Pigs","Western Australia",74900
2018 Oct,"Pigs","Western Australia",62000
2018 Nov,"Pigs","Western Australia",61600
2018 Dec,"Pigs","Western Australia",74100
1972 Jul,"Sheep","Australian Capital Territory",1900
1972 Aug,"Sheep","Australian Capital Territory",2500
1972 Sep,"Sheep","Australian Capital Territory",1500
1972 Oct,"Sheep","Australian Capital Territory",1400
1972 Nov,"Sheep","Australian Capital Territory",1100
1972 Dec,"Sheep","Australian Capital Territory",600
1973 Jan,"Sheep","Australian Capital Territory",1100
1973 Feb,"Sheep","Australian Capital Territory",700
1973 Mar,"Sheep","Australian Capital Territory",300
1973 Apr,"Sheep","Australian Capital Territory",400
1973 May,"Sheep","Australian Capital Territory",900
1973 Jun,"Sheep","Australian Capital Territory",800
1973 Jul,"Sheep","Australian Capital Territory",400
1973 Aug,"Sheep","Australian Capital Territory",500
1973 Sep,"Sheep","Australian Capital Territory",300
1973 Oct,"Sheep","Australian Capital Territory",300
1973 Nov,"Sheep","Australian Capital Territory",200
1973 Dec,"Sheep","Australian Capital Territory",300
1974 Jan,"Sheep","Australian Capital Territory",400
1974 Feb,"Sheep","Australian Capital Territory",900
1974 Mar,"Sheep","Australian Capital Territory",1100
1974 Apr,"Sheep","Australian Capital Territory",1200
1974 May,"Sheep","Australian Capital Territory",900
1974 Jun,"Sheep","Australian Capital Territory",600
1974 Jul,"Sheep","Australian Capital Territory",1000
1974 Aug,"Sheep","Australian Capital Territory",700
1974 Sep,"Sheep","Australian Capital Territory",1000
1974 Oct,"Sheep","Australian Capital Territory",500
1974 Nov,"Sheep","Australian Capital Territory",0
1974 Dec,"Sheep","Australian Capital Territory",300
1975 Jan,"Sheep","Australian Capital Territory",200
1975 Feb,"Sheep","Australian Capital Territory",400
1975 Mar,"Sheep","Australian Capital Territory",300
1975 Apr,"Sheep","Australian Capital Territory",200
1975 May,"Sheep","Australian Capital Territory",300
1975 Jun,"Sheep","Australian Capital Territory",400
1975 Jul,"Sheep","Australian Capital Territory",100
1975 Aug,"Sheep","Australian Capital Territory",100
1975 Sep,"Sheep","Australian Capital Territory",0
1975 Oct,"Sheep","Australian Capital Territory",100
1975 Nov,"Sheep","Australian Capital Territory",100
1975 Dec,"Sheep","Australian Capital Territory",100
1976 Jan,"Sheep","Australian Capital Territory",0
1976 Feb,"Sheep","Australian Capital Territory",200
1976 Mar,"Sheep","Australian Capital Territory",500
1976 Apr,"Sheep","Australian Capital Territory",500
1976 May,"Sheep","Australian Capital Territory",400
1976 Jun,"Sheep","Australian Capital Territory",500
1976 Jul,"Sheep","Australian Capital Territory",300
1976 Aug,"Sheep","Australian Capital Territory",400
1976 Sep,"Sheep","Australian Capital Territory",300
1976 Oct,"Sheep","Australian Capital Territory",200
1976 Nov,"Sheep","Australian Capital Territory",0
1976 Dec,"Sheep","Australian Capital Territory",400
1977 Jan,"Sheep","Australian Capital Territory",300
1977 Feb,"Sheep","Australian Capital Territory",100
1977 Mar,"Sheep","Australian Capital Territory",100
1977 Apr,"Sheep","Australian Capital Territory",0
1977 May,"Sheep","Australian Capital Territory",0
1977 Jun,"Sheep","Australian Capital Territory",100
1977 Jul,"Sheep","Australian Capital Territory",300
1977 Aug,"Sheep","Australian Capital Territory",100
1977 Sep,"Sheep","Australian Capital Territory",0
1977 Oct,"Sheep","Australian Capital Territory",100
1977 Nov,"Sheep","Australian Capital Territory",300
1977 Dec,"Sheep","Australian Capital Territory",300
1978 Jan,"Sheep","Australian Capital Territory",300
1978 Feb,"Sheep","Australian Capital Territory",600
1978 Mar,"Sheep","Australian Capital Territory",300
1978 Apr,"Sheep","Australian Capital Territory",300
1978 May,"Sheep","Australian Capital Territory",500
1978 Jun,"Sheep","Australian Capital Territory",400
1978 Jul,"Sheep","Australian Capital Territory",200
1978 Aug,"Sheep","Australian Capital Territory",0
1978 Sep,"Sheep","Australian Capital Territory",200
1978 Oct,"Sheep","Australian Capital Territory",100
1978 Nov,"Sheep","Australian Capital Territory",200
1978 Dec,"Sheep","Australian Capital Territory",100
1979 Jan,"Sheep","Australian Capital Territory",100
1979 Feb,"Sheep","Australian Capital Territory",500
1979 Mar,"Sheep","Australian Capital Territory",500
1979 Apr,"Sheep","Australian Capital Territory",700
1979 May,"Sheep","Australian Capital Territory",1200
1979 Jun,"Sheep","Australian Capital Territory",2200
1979 Jul,"Sheep","Australian Capital Territory",500
1979 Aug,"Sheep","Australian Capital Territory",700
1979 Sep,"Sheep","Australian Capital Territory",600
1979 Oct,"Sheep","Australian Capital Territory",500
1979 Nov,"Sheep","Australian Capital Territory",300
1979 Dec,"Sheep","Australian Capital Territory",300
1980 Jan,"Sheep","Australian Capital Territory",1100
1980 Feb,"Sheep","Australian Capital Territory",1400
1980 Mar,"Sheep","Australian Capital Territory",2100
1980 Apr,"Sheep","Australian Capital Territory",1100
1980 May,"Sheep","Australian Capital Territory",800
1980 Jun,"Sheep","Australian Capital Territory",1100
1980 Jul,"Sheep","Australian Capital Territory",3200
1980 Aug,"Sheep","Australian Capital Territory",2600
1980 Sep,"Sheep","Australian Capital Territory",4700
1980 Oct,"Sheep","Australian Capital Territory",6600
1980 Nov,"Sheep","Australian Capital Territory",4400
1980 Dec,"Sheep","Australian Capital Territory",13700
1981 Jan,"Sheep","Australian Capital Territory",5400
1981 Feb,"Sheep","Australian Capital Territory",6300
1981 Mar,"Sheep","Australian Capital Territory",7100
1981 Apr,"Sheep","Australian Capital Territory",9700
1981 May,"Sheep","Australian Capital Territory",7300
1981 Jun,"Sheep","Australian Capital Territory",5000
1981 Jul,"Sheep","Australian Capital Territory",3500
1981 Aug,"Sheep","Australian Capital Territory",3400
1981 Sep,"Sheep","Australian Capital Territory",1800
1981 Oct,"Sheep","Australian Capital Territory",3000
1981 Nov,"Sheep","Australian Capital Territory",2800
1981 Dec,"Sheep","Australian Capital Territory",4500
1982 Jan,"Sheep","Australian Capital Territory",3600
1982 Feb,"Sheep","Australian Capital Territory",4800
1982 Mar,"Sheep","Australian Capital Territory",5900
1982 Apr,"Sheep","Australian Capital Territory",5500
1982 May,"Sheep","Australian Capital Territory",9400
1982 Jun,"Sheep","Australian Capital Territory",4600
1982 Jul,"Sheep","Australian Capital Territory",4300
1982 Aug,"Sheep","Australian Capital Territory",200
1982 Sep,"Sheep","Australian Capital Territory",0
1982 Oct,"Sheep","Australian Capital Territory",0
1982 Nov,"Sheep","Australian Capital Territory",0
1982 Dec,"Sheep","Australian Capital Territory",200
1983 Jan,"Sheep","Australian Capital Territory",300
1983 Feb,"Sheep","Australian Capital Territory",400
1983 Mar,"Sheep","Australian Capital Territory",1100
1983 Apr,"Sheep","Australian Capital Territory",700
1983 May,"Sheep","Australian Capital Territory",1600
1983 Jun,"Sheep","Australian Capital Territory",1700
1983 Jul,"Sheep","Australian Capital Territory",1800
1983 Aug,"Sheep","Australian Capital Territory",600
1983 Sep,"Sheep","Australian Capital Territory",300
1983 Oct,"Sheep","Australian Capital Territory",500
1983 Nov,"Sheep","Australian Capital Territory",400
1983 Dec,"Sheep","Australian Capital Territory",100
1984 Jan,"Sheep","Australian Capital Territory",100
1984 Feb,"Sheep","Australian Capital Territory",500
1984 Mar,"Sheep","Australian Capital Territory",100
1984 Apr,"Sheep","Australian Capital Territory",1200
1984 May,"Sheep","Australian Capital Territory",1100
1984 Jun,"Sheep","Australian Capital Territory",200
1984 Jul,"Sheep","Australian Capital Territory",100
1984 Aug,"Sheep","Australian Capital Territory",200
1984 Sep,"Sheep","Australian Capital Territory",200
1984 Oct,"Sheep","Australian Capital Territory",200
1984 Nov,"Sheep","Australian Capital Territory",200
1984 Dec,"Sheep","Australian Capital Territory",0
1985 Jan,"Sheep","Australian Capital Territory",200
1985 Feb,"Sheep","Australian Capital Territory",400
1985 Mar,"Sheep","Australian Capital Territory",400
1985 Apr,"Sheep","Australian Capital Territory",600
1985 May,"Sheep","Australian Capital Territory",900
1985 Jun,"Sheep","Australian Capital Territory",100
1985 Jul,"Sheep","Australian Capital Territory",2000
1985 Aug,"Sheep","Australian Capital Territory",11300
1985 Sep,"Sheep","Australian Capital Territory",9100
1985 Oct,"Sheep","Australian Capital Territory",10900
1985 Nov,"Sheep","Australian Capital Territory",9300
1985 Dec,"Sheep","Australian Capital Territory",8300
1986 Jan,"Sheep","Australian Capital Territory",10600
1986 Feb,"Sheep","Australian Capital Territory",14400
1986 Mar,"Sheep","Australian Capital Territory",8800
1986 Apr,"Sheep","Australian Capital Territory",17100
1986 May,"Sheep","Australian Capital Territory",19500
1986 Jun,"Sheep","Australian Capital Territory",19400
1986 Jul,"Sheep","Australian Capital Territory",27600
1986 Aug,"Sheep","Australian Capital Territory",22200
1986 Sep,"Sheep","Australian Capital Territory",19900
1986 Oct,"Sheep","Australian Capital Territory",12600
1986 Nov,"Sheep","Australian Capital Territory",11900
1986 Dec,"Sheep","Australian Capital Territory",14300
1987 Jan,"Sheep","Australian Capital Territory",13300
1987 Feb,"Sheep","Australian Capital Territory",14300
1987 Mar,"Sheep","Australian Capital Territory",15500
1987 Apr,"Sheep","Australian Capital Territory",18700
1987 May,"Sheep","Australian Capital Territory",17700
1987 Jun,"Sheep","Australian Capital Territory",14100
1987 Jul,"Sheep","Australian Capital Territory",17000
1987 Aug,"Sheep","Australian Capital Territory",12900
1987 Sep,"Sheep","Australian Capital Territory",15300
1987 Oct,"Sheep","Australian Capital Territory",12600
1987 Nov,"Sheep","Australian Capital Territory",11200
1987 Dec,"Sheep","Australian Capital Territory",13300
1988 Jan,"Sheep","Australian Capital Territory",10700
1988 Feb,"Sheep","Australian Capital Territory",13400
1988 Mar,"Sheep","Australian Capital Territory",14500
1988 Apr,"Sheep","Australian Capital Territory",10700
1988 May,"Sheep","Australian Capital Territory",8200
1988 Jun,"Sheep","Australian Capital Territory",8600
1988 Jul,"Sheep","Australian Capital Territory",8500
1988 Aug,"Sheep","Australian Capital Territory",10300
1988 Sep,"Sheep","Australian Capital Territory",9700
1988 Oct,"Sheep","Australian Capital Territory",9500
1988 Nov,"Sheep","Australian Capital Territory",14600
1988 Dec,"Sheep","Australian Capital Territory",10700
1989 Jan,"Sheep","Australian Capital Territory",12000
1989 Feb,"Sheep","Australian Capital Territory",12900
1989 Mar,"Sheep","Australian Capital Territory",8600
1989 Apr,"Sheep","Australian Capital Territory",13300
1989 May,"Sheep","Australian Capital Territory",14000
1989 Jun,"Sheep","Australian Capital Territory",12600
1989 Jul,"Sheep","Australian Capital Territory",10800
1989 Aug,"Sheep","Australian Capital Territory",15600
1989 Sep,"Sheep","Australian Capital Territory",13100
1989 Oct,"Sheep","Australian Capital Territory",12300
1989 Nov,"Sheep","Australian Capital Territory",17200
1989 Dec,"Sheep","Australian Capital Territory",12700
1990 Jan,"Sheep","Australian Capital Territory",18700
1990 Feb,"Sheep","Australian Capital Territory",19300
1990 Mar,"Sheep","Australian Capital Territory",26000
1990 Apr,"Sheep","Australian Capital Territory",20100
1990 May,"Sheep","Australian Capital Territory",22600
1990 Jun,"Sheep","Australian Capital Territory",19600
1990 Jul,"Sheep","Australian Capital Territory",22000
1990 Aug,"Sheep","Australian Capital Territory",21500
1990 Sep,"Sheep","Australian Capital Territory",17200
1990 Oct,"Sheep","Australian Capital Territory",19600
1990 Nov,"Sheep","Australian Capital Territory",19100
1990 Dec,"Sheep","Australian Capital Territory",17200
1991 Jan,"Sheep","Australian Capital Territory",20000
1991 Feb,"Sheep","Australian Capital Territory",23400
1991 Mar,"Sheep","Australian Capital Territory",22400
1991 Apr,"Sheep","Australian Capital Territory",23600
1991 May,"Sheep","Australian Capital Territory",25800
1991 Jun,"Sheep","Australian Capital Territory",23300
1991 Jul,"Sheep","Australian Capital Territory",17500
1991 Aug,"Sheep","Australian Capital Territory",15500
1991 Sep,"Sheep","Australian Capital Territory",15100
1991 Oct,"Sheep","Australian Capital Territory",17200
1991 Nov,"Sheep","Australian Capital Territory",14300
1991 Dec,"Sheep","Australian Capital Territory",14600
1992 Jan,"Sheep","Australian Capital Territory",20000
1992 Feb,"Sheep","Australian Capital Territory",16900
1992 Mar,"Sheep","Australian Capital Territory",13000
1992 Apr,"Sheep","Australian Capital Territory",18800
1992 May,"Sheep","Australian Capital Territory",15300
1992 Jun,"Sheep","Australian Capital Territory",14100
1992 Jul,"Sheep","Australian Capital Territory",15200
1992 Aug,"Sheep","Australian Capital Territory",13000
1992 Sep,"Sheep","Australian Capital Territory",15900
1992 Oct,"Sheep","Australian Capital Territory",11900
1992 Nov,"Sheep","Australian Capital Territory",11200
1992 Dec,"Sheep","Australian Capital Territory",14500
1993 Jan,"Sheep","Australian Capital Territory",12800
1993 Feb,"Sheep","Australian Capital Territory",13300
1993 Mar,"Sheep","Australian Capital Territory",20700
1993 Apr,"Sheep","Australian Capital Territory",17200
1993 May,"Sheep","Australian Capital Territory",19100
1993 Jun,"Sheep","Australian Capital Territory",19300
1993 Jul,"Sheep","Australian Capital Territory",16300
1993 Aug,"Sheep","Australian Capital Territory",12000
1993 Sep,"Sheep","Australian Capital Territory",17900
1993 Oct,"Sheep","Australian Capital Territory",12800
1993 Nov,"Sheep","Australian Capital Territory",13500
1993 Dec,"Sheep","Australian Capital Territory",16700
1994 Jan,"Sheep","Australian Capital Territory",14100
1994 Feb,"Sheep","Australian Capital Territory",16300
1994 Mar,"Sheep","Australian Capital Territory",16600
1994 Apr,"Sheep","Australian Capital Territory",16600
1994 May,"Sheep","Australian Capital Territory",14500
1994 Jun,"Sheep","Australian Capital Territory",17600
1994 Jul,"Sheep","Australian Capital Territory",11000
1994 Aug,"Sheep","Australian Capital Territory",14700
1994 Sep,"Sheep","Australian Capital Territory",13200
1994 Oct,"Sheep","Australian Capital Territory",12800
1994 Nov,"Sheep","Australian Capital Territory",16300
1994 Dec,"Sheep","Australian Capital Territory",11400
1995 Jan,"Sheep","Australian Capital Territory",10600
1995 Feb,"Sheep","Australian Capital Territory",10600
1995 Mar,"Sheep","Australian Capital Territory",12100
1995 Apr,"Sheep","Australian Capital Territory",13400
